meanCSF	meanCRF	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	level	family	phylum	class	order	genus	species
family59	1.42374363065799e-05	1.92748621290102e-05	1.26667555216916	-0.55094189376452	1.08312826506171	-0.508658033896963	0.6109919429645	NA	nosig	Beutenbergiaceae	Actinobacteria	Actinobacteria	Actinomycetales		
family6	0.000184478348103674	0.000225467859250541	16.5288854703539	-0.318411285013813	0.319387518026135	-0.996943421526439	0.318791973528091	0.632229796237305	nosig	[Entotheonellaceae]	Proteobacteria	Deltaproteobacteria	[Entotheonellales]		
family60	0.000197944418589291	0.000185876494448899	14.8428036605728	0.0767647755141583	0.378023534944301	0.203068773285422	0.839081278509656	0.917513473482891	nosig	Bogoriellaceae	Actinobacteria	Actinobacteria	Actinomycetales	Georgenia	
family61	2.15892261126008e-06	0	0.0867820635006836	0.721382087222733	3.11653965008542	0.231468926507308	0.816950523048525	NA	nosig	Brachyspiraceae	Spirochaetes	[Brachyspirae]	[Brachyspirales]		
family62	0.0039354308127627	0.00293099559266748	274.375426696836	0.387345938061822	0.265618654859275	1.45827836628055	0.144763830757817	0.451215116174912	nosig	Bradyrhizobiaceae	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobium	
family63	0	1.87491328526056e-06	0.0555921393441893	-0.240402929370164	3.11653965008542	-0.0771377734159661	0.938513943666184	NA	nosig	Brevibacteriaceae	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacterium	
family64	0.000236278765251521	0.000116482959149942	14.2892932769613	0.985807962885994	0.54831870619175	1.79787403156961	0.072196972182379	0.329514385858037	nosig	Brucellaceae	Proteobacteria	Alphaproteobacteria	Rhizobiales	Ochrobactrum	
family65	0.000244642745728848	0.000211355500647275	18.5493490132826	0.207565164965195	0.289333821220541	0.717389913455644	0.473133541564752	0.733099173884422	nosig	Burkholderiaceae	Proteobacteria	Betaproteobacteria	Burkholderiales		
family66	0.000505851151822351	0.00041902076440863	36.1528922902143	0.216441883525987	0.316345665265597	0.684194244748912	0.493852515992347	0.738703763417125	nosig	C111	Actinobacteria	Acidimicrobiia	Acidimicrobiales		
family67	4.62505206515381e-06	5.73289332407184e-06	0.362483470243305	-0.173928909660778	1.84911531285544	-0.09406060749786	0.925061012261208	NA	nosig	Caldicoprobacteraceae	Firmicutes	Clostridia	Clostridiales	Caldicoprobacter	
family68	6.31437754486767e-05	6.96451422437815e-05	5.19350296990518	-0.160772696694485	0.523185093988313	-0.307296019213569	0.75861806541418	0.917513473482891	nosig	Caldilineaceae	Chloroflexi	Anaerolineae	Caldilineales		
family69	4.02688017201179e-06	1.73054093248468e-06	0.281229500427325	0.721393407321216	2.15720340218222	0.334411398846978	0.73806913901862	NA	nosig	Campylobacteraceae	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurospirillum	
family7	2.15892261126008e-06	5.3570793944522e-06	0.284660411465199	-0.678928763613691	1.8978700489682	-0.357731955347943	0.720543916621413	NA	nosig	[Exiguobacteraceae]	Firmicutes	Bacilli	Bacillales	Exiguobacterium	
family70	0.000545503593796769	0.000506475533920381	42.8328203288852	0.165143836650394	0.271603820281473	0.608032083198421	0.543166195348488	0.764420060986853	nosig	Carnobacteriaceae	Firmicutes	Bacilli	Lactobacillales	Trichococcus	
family71	0.0745618038760891	0.0343555141283341	4534.56709809291	1.08764917661572	0.337750264047554	3.22027631771911	0.00128067091274936	0.0227959422469387	enriched	Caulobacteraceae	Proteobacteria	Alphaproteobacteria	Caulobacterales	Phenylobacterium	
family72	8.16718800550787e-05	8.34207784137354e-05	6.35870492401354	-0.109452251995592	0.497291930492528	-0.220096577652464	0.825795940100959	0.917513473482891	nosig	Cellulomonadaceae	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonas	
family73	0	1.553176089786e-06	0.0768529953789477	-0.240402929370164	3.11653965008542	-0.0771377734159662	0.938513943666184	NA	nosig	Cenarchaeaceae	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Nitrosopumilus	
family74	0.0626072476950903	0.0442482594514899	4497.86981349441	0.441543957231461	0.347640754043144	1.27011563545471	0.204043442937288	0.526372939751264	nosig	Chitinophagaceae	Bacteroidetes	[Saprospirae]	[Saprospirales]		
family75	3.92361538691668e-05	4.05910500456546e-05	3.13094840415872	-0.112268966720866	0.640296299038842	-0.175339084248018	0.860813202649679	0.917513473482891	nosig	Chlamydomonadaceae	Cyanobacteria	Chloroplast	Chlorophyta		
family76	0.0001871125106624	0.000175820458083879	14.5849192364286	0.0415361743274283	0.348483489511677	0.119191225919002	0.905123857798442	0.942175711626449	nosig	Chlorobiaceae	Chlorobi	Chlorobia	Chlorobiales		
family77	8.91930092686024e-05	9.64531697667625e-05	7.51330430303047	-0.0733860628736264	0.414937124608507	-0.176860682068075	0.859617822861105	0.917513473482891	nosig	Christensenellaceae	Firmicutes	Clostridia	Clostridiales		
family78	0	1.83614263155962e-06	0.068237126435377	-0.240402929370164	3.11653965008542	-0.0771377734159661	0.938513943666184	NA	nosig	Chromatiaceae	Proteobacteria	Gammaproteobacteria	Chromatiales		
family79	2.32497823714165e-05	1.83614263155962e-06	1.05483240956167	3.08565202787035	1.37313702979843	2.24715520804454	0.0246301096567578	NA	NA	Chthonomonadaceae	Armatimonadetes	Chthonomonadetes	Chthonomonadales		
family8	0.00139522013984762	0.00118518109705001	106.056239912687	0.22978957220935	0.344645742418076	0.666741363456627	0.50493735280099	0.742167567757275	nosig	[Fimbriimonadaceae]	Armatimonadetes	[Fimbriimonadia]	[Fimbriimonadales]	Fimbriimonas	
family80	0.000896076753603412	0.00101854028215495	74.1563959897241	-0.161900966676945	0.245340734009435	-0.659902512033402	0.509316392074828	0.742167567757275	nosig	Clostridiaceae	Firmicutes	Clostridia	Clostridiales	Clostridium	butyricum
family81	0.198532459957305	0.0946319439486768	12366.5578891399	0.993900117018414	0.367422944481409	2.70505729690135	0.0068292608906633	0.0675338021410038	nosig	Comamonadaceae	Proteobacteria	Betaproteobacteria	Burkholderiales		
family82	0.00015802007871083	0.000179117688574952	13.5349170975296	-0.208257175971365	0.360672961203073	-0.577412776595993	0.563660645241645	0.777764301186146	nosig	Conexibacteraceae	Actinobacteria	Thermoleophilia	Solirubrobacterales		
family83	2.49366608813613e-06	1.553176089786e-06	0.161999370999235	0.240491882098642	2.97254237695401	0.0809044419225661	0.935517947405091	NA	nosig	Coriobacteriaceae	Actinobacteria	Coriobacteriia	Coriobacteriales		
family84	4.26771966906642e-06	5.44159684930485e-06	0.395094617145143	-0.212150108475572	1.64596039294093	-0.128891381217571	0.897443596573934	NA	nosig	Corynebacteriaceae	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterium	
family85	0.00040663933778369	0.000310601488578484	29.8940057245738	0.406292505862868	0.402939048163833	1.00832249372285	0.313299667834407	0.632229796237305	nosig	Coxiellaceae	Proteobacteria	Gammaproteobacteria	Legionellales		
family86	7.11871815328994e-06	0	0.261171280036646	1.67698830635475	2.19598523828818	0.763661010609522	0.445069281232658	NA	NA	Crenotrichaceae	Proteobacteria	Gammaproteobacteria	Methylococcales	Crenothrix	
family87	2.29281020575679e-06	0	0.0911880442346295	0.721382087222733	3.11653965008542	0.231468926507308	0.816950523048525	NA	nosig	Criblamydiaceae	Chlamydiae	Chlamydiia	Chlamydiales		
family88	0.00298984539980798	0.00265561271171651	232.686040837217	0.195660255641918	0.410146604166884	0.477049556558821	0.633326833497645	0.816899828714353	nosig	Cryomorphaceae	Bacteroidetes	Flavobacteriia	Flavobacteriales	Fluviicola	
family89	8.91738574263012e-05	0.000161836153707151	9.90264273883181	-0.908423246822977	0.515140580738071	-1.76344726234037	0.0778250845432362	0.33787475728527	nosig	Cryptosporangiaceae	Actinobacteria	Actinobacteria	Actinomycetales		
family9	0.00104385231918663	0.000826317489404173	72.2574341465818	0.30352191412408	0.349113250371933	0.869408175715813	0.384623912845997	0.664689868801821	nosig	[Kouleothrixaceae]	Chloroflexi	Chloroflexi	[Roseiflexales]		
family90	2.15892261126008e-06	0	0.0867820635006836	0.721382087222733	3.11653965008542	0.231468926507308	0.816950523048525	NA	nosig	CV106	WS3	PRR-12	Sediment-1		
family91	0	5.39007188437499e-06	0.256227468260892	-1.27505383473198	2.65668262750024	-0.479942098289594	0.63126856548758	NA	NA	Cyclobacteriaceae	Bacteroidetes	Cytophagia	Cytophagales		
family92	0.000267683649754322	0.000385012418409812	26.2787538189129	-0.554934165758459	0.388461435334164	-1.42854377624664	0.153135403867158	0.454301698139234	nosig	Cystobacteraceae	Proteobacteria	Deltaproteobacteria	Myxococcales		
family93	0.0216492553934566	0.0146086601067576	1530.20336561293	0.560742074315906	0.298683166074089	1.8773809106363	0.0604659059217139	0.298970312612919	nosig	Cytophagaceae	Bacteroidetes	Cytophagia	Cytophagales	Dyadobacter	
family94	0	1.73054093248468e-06	0.0953971275097565	-0.240402929370164	3.11653965008542	-0.0771377734159661	0.938513943666184	NA	nosig	D2	Firmicutes	Clostridia	SHA-98		
family95	2.49366608813613e-06	0	0.0851463756202877	0.721382087222733	3.11653965008542	0.231468926507308	0.816950523048525	NA	nosig	Deferribacteraceae	Deferribacteres	Deferribacteres	Deferribacterales	Mucispirillum	schaedleri
family96	6.00178963532142e-06	2.19706146479185e-05	1.04646010404011	-1.61593573477434	1.19235935639309	-1.35524221461437	0.175340398956172	NA	NA	Dehalobacteriaceae	Firmicutes	Clostridia	Clostridiales		
family97	5.03251001469493e-06	7.49965314104223e-06	0.396246045499201	-0.367219680534003	2.46500972469069	-0.148972913516632	0.881575006318551	NA	nosig	Deinococcaceae	[Thermi]	Deinococci	Deinococcales	Deinococcus	
family98	3.75791941295729e-05	8.05298871052153e-05	4.7034268505963	-1.21442457344907	0.556649352226807	-2.18166888830628	0.0291339786568217	0.209823267822059	nosig	Desulfarculaceae	Proteobacteria	Deltaproteobacteria	Desulfarculales		
family99	8.40993121035241e-05	0.00015885442497924	9.62588119035629	-0.961801767580141	0.448063416269224	-2.14657508883125	0.0318271248943573	0.209823267822059	nosig	Desulfobacteraceae	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfococcus	
