OTUID	LF-1.fq	LF-6.fq	B80-1.fq	B80-4.fq	LF-2.fq	LF-3.fq	B80-5.fq	B80-6.fq	B80-2.fq	LF-4.fq	LF-5.fq	B80-3.fq
223655	1	3	2	1	1	3	6	5	1	1	2	0
759624	43	30	33	78	38	11	22	45	14	17	19	25
331835	3	2	2	2	2	10	2	2	2	5	8	3
940737	56	68	37	54	26	37	42	58	43	57	52	71
413173	26	56	77	31	89	66	40	90	44	19	21	193
4351920	12	7	3	6	1	4	3	5	1	0	4	1
647472	46	36	20	27	15	71	33	31	31	47	41	14
357011	23	35	8	22	23	36	26	29	14	22	25	21
822093	6	2	1	2	2	6	1	2	1	3	4	0
137502	5	5	2	1	5	1	2	3	5	0	1	2
606965	23	87	63	40	114	12	63	133	53	17	25	55
529067	40	43	70	35	19	51	37	26	53	34	13	40
354765	20	34	30	10	49	21	20	19	26	10	29	17
821712	94	99	81	175	37	304	107	100	100	168	134	146
544772	31	18	16	10	19	14	23	21	21	8	12	14
348049	16	14	20	14	17	15	27	12	19	24	17	12
185100	1	0	1	0	2	0	2	2	4	0	1	0
357743	15	16	3	3	2	11	4	2	5	9	10	3
1925459	7	10	6	15	9	12	11	9	17	10	13	4
4319589	9	14	6	11	7	23	8	10	12	14	12	13
156636	4	5	1	2	2	3	1	2	3	0	2	3
744505	3	9	4	7	0	11	2	1	8	9	2	3
746436	38	11	51	24	31	9	51	42	42	7	6	27
754778	4	10	6	8	8	4	5	4	2	4	0	5
113261	1	2	5	4	1	5	4	3	2	5	4	4
539570	62	57	45	55	28	67	21	30	17	58	37	17
270598	5	5	2	0	3	5	7	3	2	3	2	3
112952	17	15	7	16	11	24	3	8	9	28	22	9
4348694	36	32	13	29	16	63	23	19	27	55	45	20
279358	70	53	82	62	46	38	88	183	117	26	33	132
1052235	15	9	48	18	22	2	21	4	40	3	6	29
328810	17	25	7	22	13	27	15	11	17	35	20	9
533650	9	7	1	2	1	6	1	3	4	12	13	2
1117094	16	35	9	19	19	29	25	17	6	15	17	12
213535	1	0	0	0	0	0	0	0	0	0	0	0
1144006	10	6	0	0	0	0	0	0	0	2	0	0
189073	3	4	1	2	0	7	0	3	3	5	6	1
336824	49	52	115	74	65	19	89	144	82	54	45	182
142261	32	35	17	8	23	20	17	23	24	7	14	19
814613	17	24	31	23	13	13	57	50	38	13	20	28
96839	84	91	101	90	53	55	155	143	135	77	49	94
821701	13	39	81	47	24	32	121	39	126	28	10	35
4390723	3	3	12	2	2	13	1	1	3	6	1	1
968336	20	8	10	7	7	23	8	4	20	23	3	12
790420	13	15	8	12	9	28	1	10	10	10	8	8
746799	44	40	6	41	13	41	18	29	14	23	19	33
249280	3	3	2	3	3	4	0	2	4	6	3	3
3333615	22	15	30	13	17	14	22	31	20	18	11	22
1023338	13	5	13	11	3	17	19	5	11	15	10	1
625475	1	1	0	0	0	0	0	0	1	0	1	0
578257	7	10	6	8	2	27	8	4	6	11	3	7
1022861	97	80	44	59	39	113	23	33	50	69	50	41
914962	1	1	0	4	0	3	1	1	0	0	1	1
4318219	3	2	2	2	0	0	1	3	3	1	1	3
1127114	29	31	45	19	35	30	31	43	18	30	16	34
4428066	7	0	2	1	0	0	1	8	1	1	0	3
512378	8	9	3	10	5	23	4	7	7	18	4	7
555858	7	6	20	11	2	14	9	3	8	9	7	4
608867	19	65	7	38	40	53	40	29	24	63	67	34
256121	6	4	4	5	4	5	7	5	5	7	13	21
2688369	2	0	0	0	0	0	0	3	0	0	0	0
4432930	4	17	6	10	32	21	30	23	24	14	15	10
410072	15	10	4	3	3	8	4	3	3	6	6	4
549682	65	61	33	28	40	43	29	43	57	30	25	30
1108830	7	8	12	3	2	11	4	5	7	10	8	1
627615	34	2	8	1	0	5	2	4	3	40	17	16
303702	8	8	8	11	7	11	8	10	7	12	9	12
2300392	16	10	57	7	10	24	13	12	31	12	9	12
4379972	33	58	19	40	24	49	30	17	36	35	66	21
137881	10	14	4	7	2	11	6	5	2	5	8	2
320892	48	6	5	2	11	1	2	3	1	1	1	4
254469	14	17	5	9	5	19	6	19	2	7	10	13
661541	15	26	45	15	19	52	39	29	43	34	25	51
579328	69	23	13	10	74	7	22	13	14	19	32	34
408093	4	1	1	1	0	4	3	10	4	1	2	2
1132745	57	32	40	32	14	75	22	11	39	40	25	25
574749	19	18	30	8	9	20	11	15	30	22	10	22
2224034	10	6	22	10	4	2	6	16	5	5	6	3
550517	5	9	6	12	5	12	8	10	9	9	8	4
2946783	19	4	4	6	7	5	6	10	4	4	8	3
1003206	68	42	63	39	86	33	75	90	61	35	43	40
114201	75	80	37	62	30	97	32	37	25	130	77	30
337487	10	1	0	0	0	1	0	0	0	0	0	0
216418	5	5	1	2	1	5	1	2	0	4	4	1
2550290	4	9	4	1	5	3	4	2	1	7	3	3
112801	36	32	18	33	32	51	34	22	17	49	29	8
703224	14	14	8	15	9	22	6	11	9	18	8	8
647775	76	58	63	60	54	36	74	48	60	62	58	183
774746	3	3	2	0	0	1	1	0	2	1	2	2
244241	3	0	1	0	0	2	0	0	0	0	1	0
1546872	12	25	9	28	8	55	26	13	16	32	30	7
226240	4	3	13	3	6	6	26	11	14	5	6	9
143894	3	2	0	2	0	7	1	1	3	2	1	1
4330205	3	0	0	1	1	1	0	0	2	2	0	1
588197	14	1	3	0	0	1	0	0	0	0	1	0
609236	2	2	3	1	1	3	2	1	4	4	1	0
1083508	54	8	12	10	12	8	136	138	39	2	7	13
151914	2	3	1	0	1	0	0	0	2	0	0	0
221719	3	6	4	4	10	3	5	2	2	9	4	5
223891	46	41	87	55	57	12	105	60	66	19	6	101
289530	17	26	30	25	10	30	11	12	32	38	19	27
543301	3	1	0	0	0	0	0	0	1	1	1	0
255750	11	12	3	5	4	12	8	6	8	7	7	7
4360582	1	0	1	0	1	0	1	0	0	0	0	0
137977	1	0	2	1	1	5	3	0	0	1	0	4
837039	10	6	3	9	3	13	4	5	7	6	2	1
160882	3	1	0	0	0	1	1	2	0	0	0	3
1656467	10	7	6	12	3	3	1	7	5	11	5	14
178178	76	22	17	5	6	16	2	8	9	25	5	18
241541	21	16	8	26	5	32	10	12	16	20	9	15
570407	17	23	26	30	22	15	72	50	20	41	18	27
2651346	3	1	0	0	0	1	0	0	1	0	1	0
190663	17	22	9	10	6	24	8	10	13	22	13	5
276270	1	0	0	0	0	0	0	0	0	0	0	0
281360	22	23	29	14	15	6	35	36	32	6	11	18
131389	1	1	0	0	0	0	0	0	0	0	0	0
238280	20	14	25	19	4	40	10	6	11	15	16	18
4456936	4	10	1	5	4	12	10	6	4	5	9	0
689528	35	40	43	26	16	67	21	28	41	48	28	36
223752	1	0	0	0	1	0	0	0	1	3	0	0
308099	1	0	0	0	0	0	0	0	0	0	0	0
2313705	4	3	6	5	2	14	1	7	1	3	1	6
4476892	43	44	24	47	33	63	62	30	38	37	38	33
216771	10	8	11	8	2	9	8	7	9	2	7	10
518380	50	71	87	72	62	35	122	115	120	105	70	126
822212	1	0	0	0	0	1	2	0	0	0	0	0
259315	42	31	21	32	33	82	33	13	27	28	32	26
4389647	13	31	2	10	13	28	12	10	16	17	17	8
648849	2	1	4	1	0	2	1	1	2	0	0	0
1119668	44	22	95	26	42	36	19	28	33	23	15	73
565526	3	4	0	2	2	7	9	4	4	4	5	2
106543	25	10	11	4	7	23	9	11	16	9	8	0
4479035	5	3	5	3	1	0	2	3	1	2	1	1
282561	23	16	7	8	36	5	12	25	10	3	5	14
554390	37	38	33	22	67	38	48	25	21	9	18	19
1131894	30	15	2	6	3	30	2	1	1	45	41	1
4334695	29	32	12	12	16	41	14	12	21	23	21	19
585878	20	16	6	23	23	31	17	15	20	32	28	18
2591420	33	11	15	12	17	19	21	23	29	23	17	23
1125570	25	18	51	10	24	10	23	36	44	12	22	40
289509	1	2	0	0	0	0	1	0	1	0	0	0
838297	114	94	83	64	98	70	66	80	70	63	34	85
4319482	12	20	17	18	16	9	11	12	8	17	12	16
206278	7	7	2	3	2	10	2	1	4	5	2	1
205635	25	37	22	25	16	48	42	27	51	33	38	20
550219	112	139	34	122	79	156	111	89	67	211	120	45
4330792	4	0	2	0	1	3	1	0	4	0	0	1
248395	39	18	79	17	67	29	133	296	115	23	20	195
1930261	1	0	0	1	1	5	1	0	1	3	3	1
311035	3	3	11	10	3	24	0	2	14	8	7	3
589070	12	5	7	2	9	10	0	7	5	8	18	10
202381	4	3	2	2	0	6	0	3	3	2	3	3
264949	7	5	4	3	6	2	4	6	1	7	5	4
216368	3	5	0	3	1	4	0	3	0	3	0	1
4325081	4	1	1	1	1	5	1	1	2	1	0	1
223418	37	19	22	24	10	47	11	23	24	31	20	21
114076	2	18	4	1	12	26	8	4	9	7	10	7
817038	11	14	8	10	9	24	7	6	14	6	3	9
104795	6	1	1	3	0	0	1	2	1	3	1	0
553058	4	14	3	13	4	11	15	8	8	9	5	4
4301165	34	19	4	1	12	3	5	6	3	15	13	5
884613	3	4	2	4	0	1	4	0	1	1	1	0
331521	28	71	30	66	41	89	51	33	56	77	49	46
581262	1	0	0	0	0	1	0	0	0	0	0	0
205244	4	8	1	9	3	18	18	10	6	16	13	3
824146	26	23	14	12	27	17	48	23	18	10	16	12
709971	10	21	8	4	10	26	14	5	4	11	9	12
4442074	8	6	2	7	4	7	7	10	1	7	8	3
567569	7	4	2	7	3	4	0	1	3	7	2	3
805654	1	3	3	7	0	1	4	4	2	7	2	2
4381361	1	5	0	2	1	2	2	0	2	2	2	2
549666	3	1	0	6	3	11	4	2	0	3	7	3
895220	58	62	47	65	48	51	46	95	47	46	57	94
739867	4	2	6	1	2	2	2	0	2	1	2	1
1098655	3	0	0	0	0	1	2	0	1	0	0	0
225379	1	0	1	0	0	0	0	0	1	0	0	2
111059	5	2	3	4	0	7	1	2	2	4	3	2
226718	29	36	11	27	16	21	17	10	16	14	33	20
580173	1	0	0	0	1	1	0	0	1	1	0	0
247022	8	5	1	3	2	8	0	1	1	5	4	1
4402734	1	0	0	0	0	1	0	0	0	2	1	0
550225	1	4	1	1	2	3	1	1	6	3	2	0
820086	12	10	0	7	4	50	3	4	5	5	3	5
4296910	12	6	0	8	2	30	3	4	6	8	14	6
723100	2	1	1	2	0	3	1	0	0	1	0	1
272411	1	0	0	0	1	0	1	0	0	1	1	0
966091	5	6	4	5	2	5	0	1	1	5	2	3
538394	4	2	2	3	2	3	2	3	1	5	5	2
566381	1	1	1	2	2	1	1	1	1	0	2	0
571263	39	23	53	21	27	48	54	40	57	26	34	37
533440	1	0	0	0	0	0	1	0	0	0	0	0
2307137	21	5	0	0	3	11	0	1	0	14	24	0
834366	1	0	0	1	0	0	0	0	0	0	0	0
1926934	2	1	1	0	0	2	0	3	1	1	0	0
509144	62	17	15	29	21	51	12	9	32	39	13	32
278495	6	19	7	17	19	15	20	20	9	21	34	13
688259	12	12	7	6	4	10	2	6	8	17	8	5
1087325	64	34	54	20	14	19	8	12	25	38	38	23
208595	17	94	16	47	40	57	62	30	26	66	53	32
586380	3	16	3	5	4	6	5	4	4	9	6	8
749563	5	6	6	10	0	10	5	8	8	6	4	8
2966696	11	5	34	10	8	0	12	25	13	7	7	5
4476891	4	0	0	0	1	0	0	4	0	0	0	0
1106130	5	1	5	2	0	5	0	0	1	2	1	0
74352	7	8	6	7	5	14	5	2	10	8	9	12
236608	1	0	0	0	0	0	0	0	0	0	0	0
1132685	1	0	1	0	0	0	0	0	0	0	0	0
113214	1	1	0	2	0	1	2	0	0	0	0	1
541979	21	13	68	70	86	9	78	122	56	19	29	40
3167757	29	35	9	5	26	4	8	6	7	19	12	14
2442916	10	28	6	21	17	41	24	13	11	20	14	10
138026	8	1	5	0	0	3	2	1	5	1	6	8
566368	122	131	119	91	83	109	147	119	111	115	116	86
4466825	11	9	15	22	22	24	32	38	30	13	10	35
4458222	1	0	0	0	0	0	0	0	0	0	0	0
808919	9	18	3	12	15	16	4	8	4	12	24	6
551126	25	2	0	1	1	0	9	0	3	0	4	0
754410	155	207	91	122	130	295	123	96	104	138	94	121
827441	11	22	14	11	9	6	6	11	12	11	9	10
753792	1	1	1	0	1	1	2	1	0	0	0	1
651077	1	0	0	0	0	0	0	0	0	0	1	0
4305257	3	0	0	0	0	1	0	0	0	0	0	0
240087	40	34	34	15	34	18	41	49	22	20	19	25
223175	1	0	0	1	1	0	0	0	0	1	0	1
4313533	1	0	0	0	0	0	0	0	0	0	0	0
1108062	1	0	0	0	0	0	0	0	0	0	2	0
222088	4	5	1	2	2	2	4	2	1	5	5	3
1107619	1	1	1	0	0	0	0	0	1	0	0	1
703741	9	3	1	0	0	1	3	2	3	0	2	0
112045	1	0	1	1	0	2	0	0	0	1	0	0
139405	19	30	39	11	24	22	22	19	10	17	13	12
970359	2	3	4	1	3	7	1	3	4	9	4	2
1078375	3	2	3	2	2	5	4	2	12	0	2	1
4298046	3	3	0	1	0	0	0	0	0	2	1	0
562311	19	12	11	15	7	26	11	22	11	9	13	16
17991	15	34	39	9	32	88	18	10	17	7	20	14
358785	29	59	18	30	26	92	32	13	23	46	51	13
547608	11	25	7	16	21	19	20	23	12	28	29	4
2183856	3	9	2	5	6	6	4	2	9	7	4	4
3018647	1	1	0	0	0	2	0	1	1	3	1	1
4434810	3	10	0	5	1	2	5	3	1	4	2	3
575503	15	6	3	5	5	15	8	7	7	11	14	4
217822	1	3	1	3	2	2	1	3	1	3	6	3
992246	2	4	1	1	0	0	1	2	2	1	0	2
1616779	15	28	13	16	25	16	21	20	17	21	25	18
4465677	10	19	15	16	14	12	10	13	11	20	13	6
57759	78	471	15	19	48	156	7	1030	3	81	75	5
961783	21	21	58	56	13	22	63	100	32	14	31	67
656520	4	1	0	3	1	1	0	0	1	2	0	2
279436	2	2	4	3	2	3	10	1	7	3	0	1
4444048	6	13	8	19	5	19	8	7	11	10	7	5
194035	6	7	7	7	2	7	6	5	6	7	9	6
1134925	1	8	7	19	13	8	12	26	18	12	22	17
1108726	6	4	31	22	9	9	12	18	10	11	9	22
807206	1	3	3	1	0	3	1	1	1	2	1	2
4315058	3	5	0	1	1	1	1	2	1	3	1	2
566185	5	1	2	5	0	3	0	1	1	1	2	0
111086	4	0	1	1	2	3	0	0	0	1	4	0
565750	5	4	3	6	7	16	7	4	3	16	7	7
810959	31	42	38	27	14	50	16	21	22	23	22	18
112746	3	0	1	1	0	1	1	1	1	2	3	2
1107044	1	0	2	4	1	3	4	4	0	1	2	2
4328366	8	9	2	3	2	7	4	1	6	3	3	4
1108632	21	22	8	14	15	18	8	20	10	31	24	14
927367	7	4	5	2	3	3	1	1	5	2	5	2
1835099	13	10	8	1	2	22	6	1	6	2	8	0
819400	10	2	6	4	3	2	5	6	5	7	5	10
40149	1	0	0	0	0	0	0	0	0	0	0	0
963779	40	44	68	39	45	28	85	100	83	30	26	128
142373	1	0	0	1	0	1	2	1	3	2	0	0
635391	7	4	0	0	2	0	1	1	1	1	3	3
279515	24	25	28	27	8	40	15	13	24	35	17	20
723142	6	11	3	5	5	11	4	6	11	15	9	6
1110836	36	41	42	22	49	69	114	46	77	44	32	53
340065	4	2	4	3	0	4	2	3	2	0	0	1
562008	15	42	34	23	35	17	120	85	71	19	20	24
3225782	15	32	21	33	31	56	76	43	39	35	23	27
4312075	4	21	4	12	12	15	7	2	6	15	14	5
3954606	2	1	1	0	0	0	0	0	2	0	0	1
635786	9	0	0	0	0	1	0	0	0	3	6	2
701385	11	4	7	7	1	13	2	5	7	6	6	10
210067	5	4	4	2	5	8	5	2	4	9	1	3
548842	1	1	0	1	0	1	0	0	3	0	0	0
1742484	3	1	0	3	0	0	0	0	1	0	0	1
113334	13	7	3	7	4	15	8	2	8	15	11	5
356568	1	2	0	1	0	2	1	1	1	3	3	2
211658	3	1	1	2	8	3	4	3	0	0	1	2
1118300	3	3	4	1	6	3	2	2	4	8	5	2
580642	10	8	26	9	4	8	2	7	5	14	3	6
2195532	1	0	0	0	1	0	0	0	0	0	0	0
2813895	2	6	2	4	4	7	3	3	5	7	4	2
824783	2	2	1	1	3	2	3	2	2	6	3	4
195967	18	7	6	8	6	15	7	8	10	23	11	3
154174	11	18	53	12	40	20	65	131	58	13	11	97
701485	3	4	4	6	6	6	3	3	5	5	4	1
63588	10	8	6	5	7	5	10	4	6	5	9	6
100791	19	9	9	31	1	7	11	20	20	27	8	31
4374754	7	4	4	9	5	9	2	18	4	16	4	1
112867	48	37	30	35	21	94	13	15	23	69	27	18
937735	12	3	4	3	2	14	1	4	4	3	7	1
136998	18	19	50	17	58	15	50	36	24	37	25	21
4400904	1	0	3	2	2	2	0	2	0	1	0	1
156452	9	4	2	2	2	0	7	19	5	2	1	11
611342	1	0	0	0	0	0	0	0	0	0	0	0
355367	10	12	9	11	9	9	3	13	7	14	9	16
4128584	11	18	17	9	7	33	29	17	13	16	6	7
288283	17	10	2	3	7	7	6	5	8	2	9	5
562759	27	76	170	97	95	27	130	73	102	41	8	226
678259	8	20	7	11	8	13	6	13	9	17	13	7
582973	55	70	68	60	76	106	70	98	62	49	61	105
818777	3	0	3	5	1	4	1	0	3	4	0	5
144759	2	0	0	0	1	0	0	0	1	0	0	0
696181	6	4	7	3	0	3	6	3	4	1	3	6
667572	5	4	3	1	0	2	2	0	1	2	1	2
559317	2	0	0	0	0	0	0	0	0	0	1	0
1121060	2	4	0	3	1	7	0	0	0	1	3	0
651004	21	14	33	13	14	34	10	10	24	14	9	45
751138	60	93	476	370	202	61	960	899	718	47	75	480
255470	6	1	2	1	0	10	7	1	3	4	3	1
612951	7	10	4	14	4	9	10	9	8	12	8	3
642138	5	8	8	6	4	8	6	9	0	13	5	6
794280	16	39	9	31	17	45	23	21	24	36	43	25
1141758	9	4	0	1	2	4	0	0	0	11	9	0
819061	1	0	0	0	0	1	1	0	0	1	0	0
4356713	1	0	1	1	0	0	1	0	0	0	1	0
114305	5	12	7	13	17	7	9	14	17	16	17	6
269875	35	17	124	39	73	18	49	15	78	8	20	56
4308739	18	18	4	10	7	15	12	9	11	23	20	6
527033	3	2	0	5	1	1	5	1	1	2	3	1
867135	2	3	0	2	1	3	3	2	2	1	2	6
320002	15	1	2	1	2	2	5	8	5	5	4	8
113224	12	21	9	12	16	27	16	10	16	17	17	15
3218676	11	22	8	5	15	16	9	9	7	10	9	17
749133	29	42	62	75	44	12	88	140	40	24	45	52
858813	14	25	8	28	18	29	19	14	16	32	25	16
818411	6	5	4	2	3	2	11	14	6	0	1	1
513834	2	0	1	0	0	1	2	0	1	0	0	0
632850	8	8	4	7	5	13	9	6	4	13	6	7
4470897	1	0	0	0	0	1	0	1	0	0	0	0
800292	17	21	15	17	12	36	27	13	21	21	18	10
783719	29	18	757	153	45	7	117	361	118	9	17	216
873887	12	8	7	7	1	11	4	1	6	5	6	6
368890	12	30	5	23	13	26	19	13	13	25	22	4
888623	19	66	11	43	21	74	38	25	29	69	57	31
4473684	1	1	0	0	0	0	0	0	0	0	0	0
158804	15	12	12	11	5	43	4	6	26	20	11	20
890805	25	18	17	6	21	14	9	5	11	12	9	9
641612	37	29	9	26	16	40	14	13	18	40	29	11
547960	1	0	0	0	0	1	0	0	0	1	1	0
4377851	3	7	3	4	3	5	3	7	3	8	4	8
510320	2	0	1	3	1	4	6	4	6	0	2	2
950620	9	32	6	1	20	12	1	0	2	4	0	0
288683	1	0	0	0	0	0	0	0	1	0	0	0
917834	10	25	28	20	12	13	53	41	43	19	23	24
246619	4	3	2	5	0	3	3	4	3	4	2	1
4336880	6	6	9	10	5	9	10	3	4	11	12	3
278390	5	14	8	6	9	10	14	8	3	11	13	9
208343	2	0	0	0	0	0	0	1	0	0	0	0
576501	2	0	1	3	2	2	0	1	1	2	0	1
223056	1	0	0	0	1	0	0	0	0	0	0	0
855996	20	50	13	35	34	64	46	17	29	48	54	21
235293	32	11	18	22	3	46	6	8	19	24	16	16
2712	3	3	4	2	2	3	1	0	1	5	3	2
1111367	4	5	3	11	4	3	3	6	7	3	5	4
248903	30	49	30	15	67	35	47	54	34	40	32	62
673969	2	5	0	4	0	5	0	1	0	0	0	0
888880	3	2	0	3	4	4	1	3	1	3	2	1
209825	10	7	8	10	11	13	4	12	8	13	8	10
672839	11	54	21	17	15	63	7	22	15	40	36	21
317424	67	25	13	12	14	6	9	20	9	17	7	16
2899798	13	40	8	26	26	60	24	31	18	43	33	19
833216	1	9	1	0	3	6	2	2	1	2	4	2
576785	23	14	16	24	12	7	11	25	9	4	8	17
819893	4	3	2	3	1	4	2	3	2	1	1	1
222868	2	5	4	1	10	0	1	0	3	3	2	11
4390506	4	6	1	10	2	8	4	10	2	6	10	6
48811	5	3	1	0	8	0	2	3	1	1	0	2
4011113	15	29	15	25	25	39	32	25	17	35	38	17
4302799	4	12	6	9	6	10	15	13	11	10	4	21
2733662	4	2	0	3	4	4	2	1	4	0	3	1
4313778	1	0	0	0	0	0	0	0	0	1	0	0
331781	2	2	1	3	2	10	4	6	3	13	13	3
565220	22	23	4	32	15	26	22	9	16	29	19	11
1048878	6	6	10	6	9	1	4	3	3	1	1	10
582391	29	17	39	26	18	20	50	43	35	16	6	18
567226	1	0	0	0	1	0	0	0	0	0	0	0
132770	17	9	9	6	8	22	11	3	7	6	7	8
223097	8	8	21	20	11	7	28	12	25	13	9	15
830539	7	22	6	2	16	6	6	4	8	3	6	6
588861	14	36	28	28	7	39	16	12	36	28	32	32
1121915	2	3	0	3	0	4	0	0	1	2	1	0
4405718	18	11	7	4	4	18	1	2	5	10	10	3
1767034	10	13	6	7	6	9	4	3	2	3	2	12
2815106	12	2	6	5	8	18	9	5	6	7	7	3
1135207	5	17	6	4	5	10	5	4	4	20	11	8
236466	38	21	50	35	11	53	21	18	39	30	29	45
81664	3	4	7	7	5	14	12	13	10	11	10	3
551166	4	9	2	4	2	7	6	6	4	5	5	0
359924	4	7	9	3	1	5	5	3	10	3	4	6
4322321	7	3	90	47	5	2	22	17	39	16	12	37
1139687	70	67	47	21	46	36	33	123	24	27	9	91
902334	10	16	30	8	1	26	10	8	10	15	8	8
104622	17	67	22	22	19	84	16	29	16	61	45	20
838313	3	6	2	5	7	9	12	4	8	15	8	2
823439	25	25	19	36	18	47	35	23	24	50	35	11
4465601	3	2	0	0	1	2	2	2	1	1	0	1
1023267	3	2	3	2	0	2	3	3	1	5	3	1
1090006	2	0	0	1	0	0	0	0	0	0	0	0
113916	5	3	0	5	3	5	2	2	8	1	6	0
815480	6	29	69	17	24	3	219	255	133	3	2	12
3076313	12	23	14	12	26	20	29	23	11	24	10	9
4352522	2	3	2	5	1	2	1	6	2	5	2	3
6602	4	5	0	0	0	2	0	2	2	2	1	1
966231	7	39	14	30	23	29	31	19	16	14	18	28
4453710	10	11	0	0	4	4	0	1	2	7	2	1
370425	13	12	20	7	5	23	7	8	11	15	11	9
150612	1	0	0	0	0	0	0	0	0	3	0	0
822613	1	2	0	1	0	4	2	0	0	1	4	0
107428	2	6	1	7	3	5	14	9	2	3	1	3
48147	6	16	1	5	6	15	2	4	2	11	13	3
138062	3	2	1	2	1	0	3	3	2	2	0	3
2927689	5	2	0	0	0	1	0	0	0	5	7	0
578508	30	23	26	22	10	64	24	11	42	38	17	13
250522	11	7	29	12	1	15	14	14	18	10	6	6
1051459	10	25	17	26	16	13	13	16	15	42	38	38
4309098	4	1	1	0	2	1	2	0	3	3	1	1
791504	2	0	0	0	0	0	0	1	1	0	0	0
540733	4	0	0	2	2	3	0	1	1	4	0	0
509899	13	42	23	27	33	11	24	23	25	24	23	16
332595	13	13	14	8	4	18	14	5	10	6	4	9
223804	1	0	1	1	0	3	2	1	0	0	0	2
4335433	10	15	7	7	11	3	4	5	5	3	5	13
245080	7	7	3	4	3	5	3	4	3	4	5	4
250328	5	1	1	1	0	1	1	3	1	2	3	1
255389	1	2	1	4	1	1	1	3	1	2	2	1
763692	9	16	5	10	8	11	4	5	8	7	12	0
730865	4	1	1	4	1	8	0	2	0	4	1	2
4459003	49	33	24	31	32	55	55	45	32	64	45	40
4350559	2	14	2	5	2	11	4	4	2	8	5	1
321721	8	3	13	1	0	5	1	5	6	8	1	23
775149	27	54	16	48	17	48	27	28	29	35	52	17
539496	2	4	0	0	0	2	1	1	0	7	1	0
246238	21	5	33	16	12	31	10	7	16	15	11	18
4476103	4	3	1	7	1	3	4	2	3	5	1	2
512397	2	7	2	5	5	9	0	4	1	9	7	2
114049	5	1	7	1	1	4	8	2	3	0	1	6
156986	2	3	0	1	1	2	0	0	2	4	0	1
582591	5	4	10	2	3	8	1	1	4	0	5	4
637937	15	10	4	7	7	12	6	6	11	9	11	9
547313	3	5	1	3	2	2	0	3	1	0	2	1
822670	13	3	12	8	2	6	4	3	12	3	3	19
701947	2	7	2	2	2	5	1	1	3	3	2	7
113191	3	1	0	0	2	1	0	0	0	0	1	0
580497	8	9	3	5	4	8	3	5	6	8	5	2
788632	9	1	3	1	3	0	1	1	3	2	5	1
675678	2	1	1	0	1	0	0	3	5	1	1	1
3329856	14	9	4	4	7	13	7	7	5	7	5	6
249472	47	55	177	64	58	27	122	103	215	37	38	91
690867	22	21	12	13	6	8	10	16	13	22	3	69
730387	13	12	20	32	8	8	42	49	42	11	17	41
782042	2	2	2	1	3	7	2	0	2	4	2	2
42970	1	0	1	0	0	0	0	0	0	0	0	0
1021984	4	0	2	0	0	0	1	1	2	0	0	0
552250	6	2	0	1	4	2	6	2	2	1	3	6
3323643	5	1	6	1	0	1	0	0	6	2	1	1
4327112	5	8	6	1	4	11	8	4	1	5	5	9
65677	2	1	0	0	0	1	0	0	1	0	1	0
29377	3	1	1	0	1	2	0	2	0	1	1	0
251567	1	0	1	5	1	6	2	5	1	2	2	0
344965	10	17	8	8	11	16	8	14	7	12	5	7
36004	1	0	1	0	0	2	0	0	1	0	0	0
4300564	19	40	7	1	24	13	3	1	2	7	3	4
590047	6	3	18	1	12	1	10	25	8	4	6	8
546058	30	1	1	12	0	7	0	2	0	6	14	0
1121555	2	1	0	0	0	1	0	1	0	4	0	1
237284	1	1	4	1	4	0	3	8	2	1	2	4
338493	3	1	0	0	0	1	0	1	0	1	1	1
725677	3	2	1	0	0	4	3	3	2	5	4	0
4316013	1	0	0	2	1	4	0	2	0	3	0	0
106732	1	2	0	0	2	0	0	0	0	0	0	0
275052	3	27	39	3	8	5	10	13	9	18	0	63
346586	1	1	1	1	5	0	1	0	0	1	0	0
245713	4	21	10	19	11	11	15	14	17	5	14	15
824043	8	28	21	16	25	10	31	13	23	13	7	35
2565175	9	6	21	71	13	8	32	76	26	2	7	25
224253	3	4	1	2	0	1	1	2	2	1	3	0
284815	1	0	0	0	0	1	0	0	0	0	0	0
536238	70	48	11	10	32	22	16	25	14	93	23	12
218061	37	0	3	0	8	1	1	1	0	2	4	0
4362775	4	5	9	3	2	14	3	1	3	8	3	3
967275	7	1	4	1	1	1	15	10	6	0	0	0
1625457	3	4	2	0	2	2	0	2	0	0	1	1
114055	21	30	21	38	20	23	19	16	25	23	25	16
4349553	3	2	1	8	0	2	1	1	0	1	2	1
268617	1	1	0	0	1	2	0	0	0	4	0	1
2818167	15	19	8	11	17	20	11	15	14	18	23	10
2845471	14	12	10	5	16	5	24	25	13	11	7	10
513584	1	2	2	2	2	3	0	2	1	3	6	1
318609	6	3	4	3	3	9	2	3	1	4	2	1
591575	5	7	4	4	5	10	2	5	5	6	1	1
817135	3	7	5	4	2	5	2	5	5	6	2	4
800841	18	16	4	8	8	29	4	11	9	12	6	7
803166	27	31	10	13	37	45	39	16	34	45	24	8
711023	14	52	22	24	31	39	43	45	37	21	19	47
754628	4	3	1	1	1	3	0	1	0	1	0	1
214695	9	3	6	2	0	6	7	2	4	10	2	1
536860	1	0	0	0	0	1	1	1	0	0	0	0
566810	8	6	3	5	8	9	3	0	4	3	8	3
221791	17	44	15	48	32	53	18	31	50	45	38	17
